,labels,texts
521,neutral,Earth's garden reaper! from the grave's cold bed The soul on Jacob's ladder takes her flight.
522,neutral,"Man's greatest sorrows often are a part Of hidden griefs, concealed from human eyes, Which press far heavier on the lonely heart Than now the earth that on his coffin lies."""
523,neutral,Two figures were moving about the room; we know them both.
524,neutral,"One was the fairy named Care, the other the messenger of Fortune."
525,neutral,They bent over the dead.
526,disgust,"""Look!"" said Care; ""what happiness have your goloshes brought to mankind?"""
527,neutral,"""They have at least brought lasting happiness to him who slumbers here,"" she said."
528,disgust,"""Not so,"" said Care, ""he went away of himself, he was not summoned."
529,neutral,His mental powers were not strong enough to discern the treasures which he had been destined to discover.
530,neutral,"I will do him a favor now."""
531,neutral,And she drew the goloshes from his feet.
532,neutral,"The sleep of death was ended, and the recovered man raised himself."
533,neutral,"Care vanished, and with her the goloshes; doubtless she looked upon them as her own property."
0,neutral,"Once upon a time, a certain King was hunting in a great forest, and he chased a wild beast so eagerly that none of his attendants could follow him."
1,neutral,"When evening drew near he stopped and looked around him, and then he saw that he had lost his way."
2,neutral,"He sought a way out, but could find none."
3,neutral,"Then he perceived an aged woman with a head which nodded perpetually, who came towards him, but she was a witch."
4,neutral,"""Good woman,"" said he to her, ""Can you not show me the way through the forest?"""
5,neutral,"""Oh, yes, Lord King,"" she answered, ""that I certainly can, but on one condition, and if you do not fulfil that, you will never get out of the forest, and will die of hunger in it."""
6,fear,"""What kind of condition is it?"" asked the King."
7,neutral,"""I have a daughter,"" said the old woman, ""who is as beautiful as any one in the world, and well deserves to be your consort, and if you will make her your Queen, I will show you the way out of the forest."""
8,sadness,"In the anguish of his heart the King consented, and the old woman led him to her little hut, where her daughter was sitting by the fire."
9,disgust,"She received the King as if she had been expecting him, and he saw that she was very beautiful, but still she did not please him, and he could not look at her without secret horror."
10,neutral,"After he had taken the maiden up on his horse, the old woman showed him the way, and the King reached his royal palace again, where the wedding was celebrated."
11,neutral,"The King had already been married once, and had by his first wife, seven children, six boys and a girl, whom he loved better than anything else in the world."
12,fear,"As he now feared that the step-mother might not treat them well, and even do them some injury, he took them to a lonely castle which stood in the midst of a forest."
13,neutral,"It lay so concealed, and the way was so difficult to find that he himself would not have found it, if a wise woman had not given him a ball of yarn with wonderful properties."
14,neutral,"When he threw it down before him, it unrolled itself and showed him his path."
15,neutral,"The King, however, went so frequently away to his dear children that the Queen observed his absence; she was curious and wanted to know what he did when he was quite alone in the forest."
16,neutral,"She gave a great deal of money to his servants, and they betrayed the secret to her, and told her likewise of the ball which alone could point out the way."
17,neutral,"And now she knew no rest until she had learnt where the King kept the ball of yarn, and then she made little shirts of white silk, and as she had learnt the art of witchcraft from her mother, she sewed a charm inside them."
18,neutral,"And once when the King had ridden forth to hunt, she took the little shirts and went into the forest, and the ball showed her the way."
19,joy,"The children, who saw from a distance that some one was approaching, thought that their dear father was coming to them, and full of joy, ran to meet him."
20,neutral,"Then she threw one of the little shirts over each of them, and no sooner had the shirts touched their bodies than they were changed into swans, and flew away over the forest."
21,joy,"The Queen went home quite delighted, and thought she had got rid of her step-children, but the girl had not run out with her brothers, and the Queen knew nothing about her."
22,neutral,"Next day the King went to visit his children, but he found no one but the little girl."
23,surprise,"""Where are thy brothers?"" asked the King."
24,sadness,"""Alas, dear father,"" she answered, ""they have gone away and left me alone!"" and she told him that she had seen from her little window how her brothers had flown away over the forest in the shape of swans, and she showed him the feathers, which they had let fall in the courtyard, and which she had picked up."
25,sadness,"The King mourned, but he did not think that the Queen had done this wicked deed, and as he feared that the girl would also be stolen away from him, he wanted to take her away with him."
26,fear,"But she was afraid of her step-mother, and entreated the King to let her stay just this one night more in the forest castle."
27,sadness,"The poor girl thought, ""I can no longer stay here."
28,neutral,"I will go and seek my brothers."""
29,neutral,"And when night came, she ran away, and went straight into the forest."
30,neutral,"She walked the whole night long, and next day also without stopping, until she could go no farther for weariness."
31,neutral,"Then she saw a forest-hut, and went into it, and found a room with six little beds, but she did not venture to get into one of them, but crept under one, and lay down on the hard ground, intending to pass the night there."
32,neutral,"Just before sunset, however, she heard a rustling, and saw six swans come flying in at the window."
33,neutral,"They alighted on the ground and blew at each other, and blew all the feathers off, and their swan""s skins stripped off like a shirt."
34,joy,"Then the maiden looked at them and recognized her brothers, was glad and crept forth from beneath the bed."
35,joy,"The brothers were not less delighted to see their little sister, but their joy was of short duration."
36,fear,"""Here canst thou not abide,"" they said to her."
37,fear,"""This is a shelter for robbers, if they come home and find thee, they will kill thee."""
38,neutral,"""But can you not protect me?"" asked the little sister."
39,neutral,"""No,"" they replied, ""only for one quarter of an hour each evening can we lay aside our swan""s skins and have during that time our human form; after that, we are once more turned into swans."""
40,sadness,"The little sister wept and said, ""Can you not be set free?"""
41,sadness,"""Alas, no,"" they answered, ""the conditions are too hard!"
42,neutral,"For six years thou mayst neither speak nor laugh, and in that time thou must sew together six little shirts of starwort for us."
43,neutral,"And if one single word falls from thy lips, all thy work will be lost."""
44,neutral,"And when the brothers had said this, the quarter of an hour was over, and they flew out of the window again as swans."
45,neutral,"The maiden, however, firmly resolved to deliver her brothers, even if it should cost her her life."
46,neutral,"She left the hut, went into the midst of the forest, seated herself on a tree, and there passed the night."
47,neutral,Next morning she went out and gathered starwort and began to sew.
48,neutral,"She could not speak to any one, and she had no inclination to laugh; she sat there and looked at nothing but her work."
49,neutral,"When she had already spent a long time there it came to pass that the King of the country was hunting in the forest, and his huntsmen came to the tree on which the maiden was sitting."
50,neutral,"They called to her and said, ""Who art thou?"""
51,neutral,But she made no answer.
52,neutral,"""Come down to us,"" said they."
53,neutral,"""We will not do thee any harm."""
54,neutral,She only shook her head.
55,neutral,"As they pressed her further with questions she threw her golden necklace down to them, and thought to content them thus."
56,neutral,"They, however, did not cease, and then she threw her girdle down to them, and as this also was to no purpose, her garters, and by degrees everything that she had on that she could do without until she had nothing left but her shift."
57,neutral,"The huntsmen, however, did not let themselves be turned aside by that, but climbed the tree and fetched the maiden down and led her before the King."
58,neutral,"The King asked, ""Who art thou?"
59,neutral,"What art thou doing on the tree?"""
60,neutral,But she did not answer.
61,neutral,"He put the question in every language that he knew, but she remained as mute as a fish."
62,joy,"As she was so beautiful, the King""s heart was touched, and he was smitten with a great love for her."
63,neutral,"He put his mantle on her, took her before him on his horse, and carried her to his castle."
64,neutral,"Then he caused her to be dressed in rich garments, and she shone in her beauty like bright daylight, but no word could be drawn from her."
65,joy,"He placed her by his side at table, and her modest bearing and courtesy pleased him so much that he said, ""She is the one whom I wish to marry, and no other woman in the world."""
66,neutral,And after some days he united himself to her.
67,disgust,"The King, however, had a wicked mother who was dissatisfied with this marriage and spoke ill of the young Queen."
68,disgust,"""Who knows,"" said she, ""from whence the creature who can""t speak, comes?"
69,disgust,"She is not worthy of a king!"""
70,neutral,"After a year had passed, when the Queen brought her first child into the world, the old woman took it away from her, and smeared her mouth with blood as she slept."
71,neutral,Then she went to the King and accused the Queen of being a man-eater.
72,neutral,"The King would not believe it, and would not suffer any one to do her any injury."
73,neutral,"She, however, sat continually sewing at the shirts, and cared for nothing else."
74,neutral,"The next time, when she again bore a beautiful boy, the false step-mother used the same treachery, but the King could not bring himself to give credit to her words."
75,neutral,"He said, ""She is too pious and good to do anything of that kind; if she were not dumb, and could defend herself, her innocence would come to light."""
76,neutral,"But when the old woman stole away the newly-born child for the third time, and accused the Queen, who did not utter one word of defence, the King could do no otherwise than deliver her over to justice, and she was sentenced to suffer death by fire."
77,neutral,"When the day came for the sentence to be executed, it was the last day of the six years during which she was not to speak or laugh, and she had delivered her dear brothers from the power of the enchantment."
78,neutral,"The six shirts were ready, only the left sleeve of the sixth was wanting."
79,neutral,"When, therefore, she was led to the stake, she laid the shirts on her arm, and when she stood on high and the fire was just going to be lighted, she looked around and six swans came flying through the air towards her."
80,joy,"Then she saw that her deliverance was near, and her heart leapt with joy."
81,neutral,"The swans swept towards her and sank down so that she could throw the shirts over them, and as they were touched by them, their swan""s skins fell off, and her brothers stood in their own bodily form before her, and were vigorous and handsome."
82,neutral,"The youngest only lacked his left arm, and had in the place of it a swan""s wing on his shoulder."
83,neutral,"They embraced and kissed each other, and the Queen went to the King, who was greatly moved, and she began to speak and said, ""Dearest husband, now I may speak and declare to thee that I am innocent, and falsely accused."""
84,neutral,And she told him of the treachery of the old woman who had taken away her three children and hidden them.
85,joy,"Then to the great joy of the King they were brought thither, and as a punishment, the wicked step-mother was bound to the stake, and burnt to ashes."
86,joy,But the King and the Queen with their six brothers lived many years in happiness and peace.
0,neutral,"There was once a fisherman who lived with his wife in a pigsty, close by the seaside."
1,neutral,"The fisherman used to go out all day long a-fishing; and one day, as he sat on the shore with his rod, looking at the sparkling waves and watching his line, all on a sudden his float was dragged away deep into the water: and in drawing it up he pulled out a great fish."
2,neutral,"But the fish said, ""Pray let me live!"
3,neutral,"I am not a real fish; I am an enchanted prince: put me in the water again, and let me go!"""
4,surprise,"""Oh, ho!"" said the man, ""you need not make so many words about the matter; I will have nothing to do with a fish that can talk: so swim away, sir, as soon as you please!"""
5,neutral,"Then he put him back into the water, and the fish darted straight down to the bottom, and left a long streak of blood behind him on the wave."
6,neutral,"When the fisherman went home to his wife in the pigsty, he told her how he had caught a great fish, and how it had told him it was an enchanted prince, and how, on hearing it speak, he had let it go again."
7,disgust,"""Did not you ask it for anything?"" said the wife, ""we live very wretchedly here, in this nasty dirty pigsty; do go back and tell the fish we want a snug little cottage."""
8,sadness,"The fisherman did not much like the business: however, he went to the seashore; and when he came back there the water looked all yellow and green."
9,neutral,"And he stood at the water""s edge, and said:"
10,neutral,"""O man of the sea!"
11,neutral,Hearken to me!
12,neutral,"My wife Ilsabill Will have her own will, And hath sent me to beg a boon of thee!"""
13,neutral,"Then the fish came swimming to him, and said, ""Well, what is her will?"
14,neutral,"What does your wife want?"""
15,neutral,"""Ah!"" said the fisherman, ""she says that when I had caught you, I ought to have asked you for something before I let you go; she does not like living any longer in the pigsty, and wants a snug little cottage."""
16,neutral,"""Go home, then,"" said the fish; ""she is in the cottage already!"""
17,neutral,"So the man went home, and saw his wife standing at the door of a nice trim little cottage."
18,joy,"""Come in, come in!"" said she; ""is not this much better than the filthy pigsty we had?"""
19,neutral,"And there was a parlour, and a bedchamber, and a kitchen; and behind the cottage there was a little garden, planted with all sorts of flowers and fruits; and there was a courtyard behind, full of ducks and chickens."
20,joy,"""Ah!"" said the fisherman, ""how happily we shall live now!"""
21,neutral,"""We will try to do so, at least,"" said his wife."
22,disgust,"Everything went right for a week or two, and then Dame Ilsabill said, ""Husband, there is not near room enough for us in this cottage; the courtyard and the garden are a great deal too small; I should like to have a large stone castle to live in: go to the fish again and tell him to give us a castle."""
23,fear,"""Wife,"" said the fisherman, ""I don""t like to go to him again, for perhaps he will be angry; we ought to be easy with this pretty cottage to live in."""
24,anger,"""Nonsense!"" said the wife; ""he will do it very willingly, I know; go along and try!"""
25,fear,"The fisherman went, but his heart was very heavy: and when he came to the sea, it looked blue and gloomy, though it was very calm; and he went close to the edge of the waves, and said:"
26,neutral,"""O man of the sea!"
27,neutral,Hearken to me!
28,neutral,"My wife Ilsabill Will have her own will, And hath sent me to beg a boon of thee!"""
29,neutral,"""Well, what does she want now?"" said the fish."
30,sadness,"""Ah!"" said the man, dolefully, ""my wife wants to live in a stone castle."""
31,neutral,"""Go home, then,"" said the fish; ""she is standing at the gate of it already."""
32,neutral,"So away went the fisherman, and found his wife standing before the gate of a great castle."
33,joy,"""See,"" said she, ""is not this grand?"""
34,neutral,"With that they went into the castle together, and found a great many servants there, and the rooms all richly furnished, and full of golden chairs and tables; and behind the castle was a garden, and around it was a park half a mile long, full of sheep, and goats, and hares, and deer; and in the courtyard were stables and cow-houses."
35,joy,"""Well,"" said the man, ""now we will live cheerful and happy in this beautiful castle for the rest of our lives."""
36,neutral,"""Perhaps we may,"" said the wife; ""but let us sleep upon it, before we make up our minds to that."""
37,neutral,So they went to bed.
38,neutral,"The next morning when Dame Ilsabill awoke it was broad daylight, and she jogged the fisherman with her elbow, and said, ""Get up, husband, and bestir yourself, for we must be king of all the land."""
39,neutral,"""Wife, wife,"" said the man, ""why should we wish to be the king?"
40,neutral,"I will not be king."""
41,neutral,"""Then I will,"" said she."
42,neutral,"""But, wife,"" said the fisherman, ""how can you be king--the fish cannot make you a king?"""
43,anger,"""Husband,"" said she, ""say no more about it, but go and try!"
44,neutral,"I will be king."""
45,sadness,So the man went away quite sorrowful to think that his wife should want to be king.
46,neutral,"This time the sea looked a dark grey colour, and was overspread with curling waves and the ridges of foam as he cried out:"
47,neutral,"""O man of the sea!"
48,neutral,Hearken to me!
49,neutral,"My wife Ilsabill Will have her own will, And hath sent me to beg a boon of thee!"""
50,neutral,"""Well, what would she have now?"" said the fish."
51,sadness,"""Alas!"" said the poor man, ""my wife wants to be king."""
52,neutral,"""Go home,"" said the fish; ""she is king already."""
53,neutral,"Then the fisherman went home; and as he came close to the palace he saw a troop of soldiers, and heard the sound of drums and trumpets."
54,neutral,"And when he went in he saw his wife sitting on a throne of gold and diamonds, with a golden crown upon her head; and on each side of her stood six fair maidens, each a head taller than the other."
55,neutral,"""Well, wife,"" said the fisherman, ""are you king?"""
56,neutral,"""Yes,"" said she, ""I am king."""
57,joy,"And when he had looked at her for a long time, he said, ""Ah, wife! what a fine thing it is to be king!"
58,joy,"Now we shall never have anything more to wish for as long as we live."""
59,neutral,"""I don""t know how that may be,"" said she; ""never is a long time."
60,disgust,"I am king, it is true; but I begin to be tired of that, and I think I should like to be emperor."""
61,sadness,"""Alas, wife! why should you wish to be emperor?"" said the fisherman."
62,neutral,"""Husband,"" said she, ""go to the fish!"
63,neutral,"I say I will be emperor."""
64,fear,"""Ah, wife!"" replied the fisherman, ""the fish cannot make an emperor, I am sure, and I should not like to ask him for such a thing."""
65,anger,"""I am king,"" said Ilsabill, ""and you are my slave; so go at once!"""
66,fear,"So the fisherman was forced to go; and he muttered as he went along, ""This will come to no good, it is too much to ask; the fish will be tired at last, and then we shall be sorry for what we have done."""
67,neutral,"He soon came to the seashore; and the water was quite black and muddy, and a mighty whirlwind blew over the waves and rolled them about, but he went as near as he could to the water""s brink, and said:"
68,neutral,"""O man of the sea!"
69,neutral,Hearken to me!
70,neutral,"My wife Ilsabill Will have her own will, And hath sent me to beg a boon of thee!"""
71,neutral,"""What would she have now?"" said the fish."
72,neutral,"""Ah!"" said the fisherman, ""she wants to be emperor."""
73,neutral,"""Go home,"" said the fish; ""she is emperor already."""
74,neutral,"So he went home again; and as he came near he saw his wife Ilsabill sitting on a very lofty throne made of solid gold, with a great crown on her head full two yards high; and on each side of her stood her guards and attendants in a row, each one smaller than the other, from the tallest giant down to a little dwarf no bigger than my finger."
75,neutral,"And before her stood princes, and dukes, and earls: and the fisherman went up to her and said, ""Wife, are you emperor?"""
76,neutral,"""Yes,"" said she, ""I am emperor."""
77,joy,"""Ah!"" said the man, as he gazed upon her, ""what a fine thing it is to be emperor!"""
78,neutral,"""Husband,"" said she, ""why should we stop at being emperor?"
79,neutral,"I will be pope next."""
80,fear,"""O wife, wife!"" said he, ""how can you be pope? there is but one pope at a time in Christendom."""
81,neutral,"""Husband,"" said she, ""I will be pope this very day."""
82,neutral,"""But,"" replied the husband, ""the fish cannot make you pope."""
83,neutral,"""What nonsense!"" said she; ""if he can make an emperor, he can make a pope: go and try him."""
84,neutral,So the fisherman went.
85,neutral,"But when he came to the shore the wind was raging and the sea was tossed up and down in boiling waves, and the ships were in trouble, and rolled fearfully upon the tops of the billows."
86,neutral,"In the middle of the heavens there was a little piece of blue sky, but towards the south all was red, as if a dreadful storm was rising."
87,fear,"At this sight the fisherman was dreadfully frightened, and he trembled so that his knees knocked together: but still he went down near to the shore, and said:"
88,neutral,"""O man of the sea!"
89,neutral,Hearken to me!
90,neutral,"My wife Ilsabill Will have her own will, And hath sent me to beg a boon of thee!"""
91,neutral,"""What does she want now?"" said the fish."
92,neutral,"""Ah!"" said the fisherman, ""my wife wants to be pope."""
93,neutral,"""Go home,"" said the fish; ""she is pope already."""
94,neutral,"Then the fisherman went home, and found Ilsabill sitting on a throne that was two miles high."
95,neutral,"And she had three great crowns on her head, and around her stood all the pomp and power of the Church."
96,neutral,"And on each side of her were two rows of burning lights, of all sizes, the greatest as large as the highest and biggest tower in the world, and the least no larger than a small rushlight."
97,neutral,"""Wife,"" said the fisherman, as he looked at all this greatness, ""are you pope?"""
98,neutral,"""Yes,"" said she, ""I am pope."""
99,joy,"""Well, wife,"" replied he, ""it is a grand thing to be pope; and now you must be easy, for you can be nothing greater."""
100,neutral,"""I will think about that,"" said the wife."
101,neutral,Then they went to bed: but Dame Ilsabill could not sleep all night for thinking what she should be next.
102,neutral,"At last, as she was dropping asleep, morning broke, and the sun rose."
103,neutral,"""Ha!"" thought she, as she woke up and looked at it through the window, ""after all I cannot prevent the sun rising."""
104,anger,"At this thought she was very angry, and wakened her husband, and said, ""Husband, go to the fish and tell him I must be lord of the sun and moon."""
105,fear,"The fisherman was half asleep, but the thought frightened him so much that he started and fell out of bed."
106,fear,"""Alas, wife!"" said he, ""cannot you be easy with being pope?"""
107,anger,"""No,"" said she, ""I am very uneasy as long as the sun and moon rise without my leave."
108,anger,"Go to the fish at once!"""
109,fear,"Then the man went shivering with fear; and as he was going down to the shore a dreadful storm arose, so that the trees and the very rocks shook."
110,neutral,"And all the heavens became black with stormy clouds, and the lightnings played, and the thunders rolled; and you might have seen in the sea great black waves, swelling up like mountains with crowns of white foam upon their heads."
111,neutral,"And the fisherman crept towards the sea, and cried out, as well as he could:"
112,neutral,"""O man of the sea!"
113,neutral,Hearken to me!
114,neutral,"My wife Ilsabill Will have her own will, And hath sent me to beg a boon of thee!"""
115,neutral,"""What does she want now?"" said the fish."
116,neutral,"""Ah!"" said he, ""she wants to be lord of the sun and moon."""
117,neutral,"""Go home,"" said the fish, ""to your pigsty again."""
118,neutral,And there they live to this very day.
0,surprise,"THERE lived once upon a time a wicked prince whose heart and mind were set upon conquering all the countries of the world, and on frightening the people; he devastated their countries with fire and sword, and his soldiers trod down the crops in the fields and destroyed the peasants' huts by fire, so that the flames licked the green leaves off the branches, and the fruit hung dried up on the singed black trees."
1,surprise,"Many a poor mother fled, her naked baby in her arms, behind the still smoking walls of her cottage; but also there the soldiers followed her, and when they found her, she served as new nourishment to their diabolical enjoyments; demons could not possibly have done worse things than these soldiers!"
2,neutral,"The prince was of opinion that all this was right, and that it was only the natural course which things ought to take."
3,neutral,"His power increased day by day, his name was feared by all, and fortune favoured his deeds."
4,neutral,"He brought enormous wealth home from the conquered towns, and gradually accumulated in his residence riches which could nowhere be equalled."
5,surprise,"He erected magnificent palaces, churches, and halls, and all who saw these splendid buildings and great treasures exclaimed admiringly: ""What a mighty prince!"""
6,neutral,"But they did not know what endless misery he had brought upon other countries, nor did they hear the sighs and lamentations which rose up from the debris of the destroyed cities."
7,joy,"The prince often looked with delight upon his gold and his magnificent edifices, and thought, like the crowd: ""What a mighty prince!"
8,neutral,But I must have more- much more.
9,joy,"No power on earth must equal mine, far less exceed it."""
10,neutral,"He made war with all his neighbours, and defeated them."
11,surprise,The conquered kings were chained up with golden fetters to his chariot when he drove through the streets of his city.
12,sadness,"These kings had to kneel at his and his courtiers' feet when they sat at table, and live on the morsels which they left."
13,disgust,"At last the prince had his own statue erected on the public places and fixed on the royal palaces; nay, he even wished it to be placed in the churches, on the altars, but in this the priests opposed him, saying: ""Prince, you are mighty indeed, but God's power is much greater than yours; we dare not obey your orders."""
14,neutral,"""Well,"" said the prince."
15,disgust,"""Then I will conquer God too."""
16,neutral,"And in his haughtiness and foolish presumption he ordered a magnificent ship to be constructed, with which he could sail through the air; it was gorgeously fitted out and of many colours; like the tail of a peacock, it was covered with thousands of eyes, but each eye was the barrel of a gun."
17,neutral,"The prince sat in the centre of the ship, and had only to touch a spring in order to make thousands of bullets fly out in all directions, while the guns were at once loaded again."
18,neutral,"Hundreds of eagles were attached to this ship, and it rose with the swiftness of an arrow up towards the sun."
19,neutral,"The earth was soon left far below, and looked, with its mountains and woods, like a cornfield where the plough had made furrows which separated green meadows; soon it looked only like a map with indistinct lines upon it; and at last it entirely disappeared in mist and clouds."
20,neutral,Higher and higher rose the eagles up into the air; then God sent one of his numberless angels against the ship.
21,neutral,"The wicked prince showered thousands of bullets upon him, but they rebounded from his shining wings and fell down like ordinary hailstones."
22,neutral,"One drop of blood, one single drop, came out of the white feathers of the angel's wings and fell upon the ship in which the prince sat, burnt into it, and weighed upon it like thousands of hundredweights, dragging it rapidly down to the earth again; the strong wings of the eagles gave way, the wind roared round the prince's head, and the clouds around- were they formed by the smoke rising up from the burnt cities?- took strange shapes, like crabs many, many miles long, which stretched their claws out after him, and rose up like enormous rocks, from which rolling masses dashed down, and became fire-spitting dragons."
23,neutral,"The prince was lying half-dead in his ship, when it sank at last with a terrible shock into the branches of a large tree in the wood."
24,anger,"""I will conquer God!"" said the prince."
25,anger,"""I have sworn it: my will must be done!"""
26,neutral,"And he spent seven years in the construction of wonderful ships to sail through the air, and had darts cast from the hardest steel to break the walls of heaven with."
27,neutral,"He gathered warriors from all countries, so many that when they were placed side by side they covered the space of several miles."
28,neutral,"They entered the ships and the prince was approaching his own, when God sent a swarm of gnats- one swarm of little gnats."
29,anger,"They buzzed round the prince and stung his face and hands; angrily he drew his sword and brandished it, but he only touched the air and did not hit the gnats."
30,neutral,"Then he ordered his servants to bring costly coverings and wrap him in them, that the gnats might no longer be able to reach him."
31,neutral,"The servants carried out his orders, but one single gnat had placed itself inside one of the coverings, crept into the prince's ear and stung him."
32,neutral,"The place burnt like fire, and the poison entered into his blood."
33,anger,"Mad with pain, he tore off the coverings and his clothes too, flinging them far away, and danced about before the eyes of his ferocious soldiers, who now mocked at him, the mad prince, who wished to make war with God, and was overcome by a single little gnat."
0,neutral,1.
1,neutral,HOW THEY WENT TO THE MOUNTAINS TO EAT NUTS
2,neutral,"""The nuts are quite ripe now,"" said Chanticleer to his wife Partlet, ""suppose we go together to the mountains, and eat as many as we can, before the squirrel takes them all away."""
3,joy,"""With all my heart,"" said Partlet, ""let us go and make a holiday of it together."""
4,neutral,"So they went to the mountains; and as it was a lovely day, they stayed there till the evening."
5,neutral,"Now, whether it was that they had eaten so many nuts that they could not walk, or whether they were lazy and would not, I do not know: however, they took it into their heads that it did not become them to go home on foot."
6,neutral,"So Chanticleer began to build a little carriage of nutshells: and when it was finished, Partlet jumped into it and sat down, and bid Chanticleer harness himself to it and draw her home."
7,surprise,"""That""s a good joke!"" said Chanticleer; ""no, that will never do; I had rather by half walk home; I""ll sit on the box and be coachman, if you like, but I""ll not draw."""
8,anger,"While this was passing, a duck came quacking up and cried out, ""You thieving vagabonds, what business have you in my grounds?"
9,anger,"I""ll give it you well for your insolence!"" and upon that she fell upon Chanticleer most lustily."
10,fear,"But Chanticleer was no coward, and returned the duck""s blows with his sharp spurs so fiercely that she soon began to cry out for mercy; which was only granted her upon condition that she would draw the carriage home for them."
11,neutral,"This she agreed to do; and Chanticleer got upon the box, and drove, crying, ""Now, duck, get on as fast as you can."""
12,neutral,And away they went at a pretty good pace.
13,surprise,"After they had travelled along a little way, they met a needle and a pin walking together along the road: and the needle cried out, ""Stop, stop!"" and said it was so dark that they could hardly find their way, and such dirty walking they could not get on at all: he told them that he and his friend, the pin, had been at a public-house a few miles off, and had sat drinking till they had forgotten how late it was; he begged therefore that the travellers would be so kind as to give them a lift in their carriage."
14,neutral,"Chanticleer observing that they were but thin fellows, and not likely to take up much room, told them they might ride, but made them promise not to dirty the wheels of the carriage in getting in, nor to tread on Partlet""s toes."
15,fear,"Late at night they arrived at an inn; and as it was bad travelling in the dark, and the duck seemed much tired, and waddled about a good deal from one side to the other, they made up their minds to fix their quarters there: but the landlord at first was unwilling, and said his house was full, thinking they might not be very respectable company: however, they spoke civilly to him, and gave him the egg which Partlet had laid by the way, and said they would give him the duck, who was in the habit of laying one every day: so at last he let them come in, and they bespoke a handsome supper, and spent the evening very jollily."
16,neutral,"Early in the morning, before it was quite light, and when nobody was stirring in the inn, Chanticleer awakened his wife, and, fetching the egg, they pecked a hole in it, ate it up, and threw the shells into the fireplace: they then went to the pin and needle, who were fast asleep, and seizing them by the heads, stuck one into the landlord""s easy chair and the other into his handkerchief; and, having done this, they crept away as softly as possible."
17,neutral,"However, the duck, who slept in the open air in the yard, heard them coming, and jumping into the brook which ran close by the inn, soon swam out of their reach."
18,neutral,"An hour or two afterwards the landlord got up, and took his handkerchief to wipe his face, but the pin ran into him and pricked him: then he walked into the kitchen to light his pipe at the fire, but when he stirred it up the eggshells flew into his eyes, and almost blinded him."
19,anger,"""Bless me!"" said he, ""all the world seems to have a design against my head this morning"": and so saying, he threw himself sulkily into his easy chair; but, oh dear! the needle ran into him; and this time the pain was not in his head."
20,anger,"He now flew into a very great passion, and, suspecting the company who had come in the night before, he went to look after them, but they were all off; so he swore that he never again would take in such a troop of vagabonds, who ate a great deal, paid no reckoning, and gave him nothing for his trouble but their apish tricks."
21,neutral,2.
22,neutral,HOW CHANTICLEER AND PARTLET WENT TO VIST MR KORBES
23,neutral,"Another day, Chanticleer and Partlet wished to ride out together; so Chanticleer built a handsome carriage with four red wheels, and harnessed six mice to it; and then he and Partlet got into the carriage, and away they drove."
24,neutral,"Soon afterwards a cat met them, and said, ""Where are you going?"""
25,neutral,"And Chanticleer replied,"
26,neutral,"""All on our way A visit to pay To Mr Korbes, the fox, today."""
27,neutral,"Then the cat said, ""Take me with you,"" Chanticleer said, ""With all my heart: get up behind, and be sure you do not fall off."""
28,fear,"""Take care of this handsome coach of mine, Nor dirty my pretty red wheels so fine!"
29,neutral,"Now, mice, be ready, And, wheels, run steady!"
30,neutral,"For we are going a visit to pay To Mr Korbes, the fox, today."""
31,neutral,"Soon after came up a millstone, an egg, a duck, and a pin; and Chanticleer gave them all leave to get into the carriage and go with them."
32,neutral,"When they arrived at Mr Korbes""s house, he was not at home; so the mice drew the carriage into the coach-house, Chanticleer and Partlet flew upon a beam, the cat sat down in the fireplace, the duck got into the washing cistern, the pin stuck himself into the bed pillow, the millstone laid himself over the house door, and the egg rolled himself up in the towel."
33,neutral,"When Mr Korbes came home, he went to the fireplace to make a fire; but the cat threw all the ashes in his eyes: so he ran to the kitchen to wash himself; but there the duck splashed all the water in his face; and when he tried to wipe himself, the egg broke to pieces in the towel all over his face and eyes."
34,anger,"Then he was very angry, and went without his supper to bed; but when he laid his head on the pillow, the pin ran into his cheek: at this he became quite furious, and, jumping up, would have run out of the house; but when he came to the door, the millstone fell down on his head, and killed him on the spot."
35,neutral,3.
36,neutral,"HOW PARTLET DIED AND WAS BURIED, AND HOW CHANTICLEER DIED OF GRIEF"
37,neutral,Another day Chanticleer and Partlet agreed to go again to the mountains to eat nuts; and it was settled that all the nuts which they found should be shared equally between them.
38,neutral,"Now Partlet found a very large nut; but she said nothing about it to Chanticleer, and kept it all to herself: however, it was so big that she could not swallow it, and it stuck in her throat."
39,fear,"Then she was in a great fright, and cried out to Chanticleer, ""Pray run as fast as you can, and fetch me some water, or I shall be choked."""
40,fear,"Chanticleer ran as fast as he could to the river, and said, ""River, give me some water, for Partlet lies in the mountain, and will be choked by a great nut."""
41,neutral,"The river said, ""Run first to the bride, and ask her for a silken cord to draw up the water."""
42,neutral,"Chanticleer ran to the bride, and said, ""Bride, you must give me a silken cord, for then the river will give me water, and the water I will carry to Partlet, who lies on the mountain, and will be choked by a great nut."""
43,neutral,"But the bride said, ""Run first, and bring me my garland that is hanging on a willow in the garden."""
44,neutral,"Then Chanticleer ran to the garden, and took the garland from the bough where it hung, and brought it to the bride; and then the bride gave him the silken cord, and he took the silken cord to the river, and the river gave him water, and he carried the water to Partlet; but in the meantime she was choked by the great nut, and lay quite dead, and never moved any more."
