,category,company,details,experience,industry,location,salary,title
245,Information Technology,Bartech Group,"
Job Description Location: Irving, Texas 75038 Pay Rate: $67.00 per hour    If you are an experienced JAVA / J2EE Developer (8 years exp) looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some over the nation’s biggest companies. Our client has a need for a JAVA / J2EE Developer (8 years exp). This is a contract position; however it is not uncommon for assignments to transition into permanent positions with our client companies. If you have the background we are looking for, and you are interested in an opportunity to get your foot in the door with leading company, we want to talk with you!                                                                                                               JAVA / J2EE Developer (8 years exp)         Job Responsibilities Your specific duties as a JAVA / J2EE Developer (8 years exp) will include:  JAVA / J2EE Developer (8 years exp)     JAVA / J2EE Developer (8 years exp) Job Requirements As a JAVA / J2EE Developer (8 years exp) you must represent our company well by being responsible, punctual and motivated to go above and beyond the call of duty. You must also be highly detail-oriented and organized with excellent analytic and problem-solving abilities. It is also important that you display excellent verbal and written communication and interpersonal skills.  At least 8+ years of experience in JAVA/J2EE technologies At least 3+ years of experience with Oracle DRM (Data Relationship Manager) Solid understanding of IT architecture, IT processes, and SDLC life cycle. Excellent skills in JAVA, JQuery, JavaScript, J2EE, UI/UX, Angular JS, HTML, SOA (Service oriented architecture) Excellent skills in Cloud development on Cloud Foundry, AWS (Amazon Web Services) including EC2, S3, IAM, RDS, VPC, CloudWatch, and CloudTrail. Cloud automation using Cloud formation templates and Ansible. Excellent skills in understanding, design, and development experience in libraries and frameworks involving JSP/ servlets, Web Frameworks like Struts/Spring. Service Oriented Architecture/Web Services - SOAP/REST, Web Technologies like HTML, CSS. Markup Languages like XML and JSON Excellent skills in Eureka Service Registry, Ribbon Load Balancer, Spring Cloud Config. Experience in different IDEs including Eclipse, J Developer and Net Beans, and J2EE standard compatible application servers like WebLogic, Tomcat, and JBoss. Experience with Master Data tools such as DRM, Collibra. Excellent skills of Oracle Database, PL/SQL, Stored Procedures Strong experience in Spring & Spring Boot framework including Spring REST services, Spring Configuration, Spring JDBC Template, Spring REST Template, JUNIT, JWT Security, and Spring Security. Hands-On Experience creating Jenkins pipelines for CICD Hands-On Agile Development and DevOps experience.  Deep understanding of automated job scheduling (ESPX, Autosys), version control concepts, and SDLC. AWS Solutions Architect/Developer Certification is preferred Working experience developing Mule soft ESB applications is preferred Finance & Telecom background preferred. Ability to manage multiple large simultaneous projects in a fast, dynamic, and demanding workplace. Excellent leadership and communication skills. Ability to interface with and influence multiple stakeholders across Business & Finance. Ability to work with a limited amount of supervision in a challenging environment. Ability to demonstrate effective problem-solving skills.    JAVA / J2EE Developer (8 years exp)  As a JAVA / J2EE Developer (8 years exp) with Bartech, you will be working through an established and respected staffing organization with 40 years of serving as a trusted partner to our client companies. We are dedicated to providing our talent with personal, responsive attention, and will assign an employee care representative to answer any questions or concerns that you might have. Depending upon the client, the assignment and your performance, you can find potential opportunities for direct employment. Your hard work and professional dedication will be rewarded with competitive compensation, including benefits. Available benefits for JAVA / J2EE Developer (8 years exp) Position may include (but are not limited to):  Exceptional medical, dental, and vision 401(k) Paid time off, including holidays                                                     Make the most of your experience! Apply now!  Applicant must be eligible to work in the US for immediate opening. Keywords:                                                                              
",8 years,Telecommunications,"Irving, TX",$67.00 /Hour,JAVA / J2EE Developer (8 years exp)
246,"Engineering, Information Technology, Design",Robert Half Technology,"
Ref ID: 01070-0010397837Classification: Software EngineerCompensation: $80,000.00 to $120,000.00 per yearNative Android developer role open in Ft. Myers with a company that has a work hard play hard mentality! Great work life balance and a focus on cranking out amazing code. Passionate individuals will succeed here and Native Android Developers should send updated resumes to [Click Here to Email Your Resumé]. Unlimted PTO. Shorts and sandal type dress code and incentive based pay! What more could you ask for? Send resumes ASAP!

Android, GUI - Graphical User InterfaceTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",65 years,"Computer Hardware, Computer Software","Fort Myers, FL 33919","$80,000.00 - $120,000.00 /Year",Native Android Developer
247,"Engineering, Information Technology, Design",Robert Half Technology,"
Ref ID: 00900-9501188778Classification: Application Development MgrCompensation: $130,000.00 to $170,000.00 per yearOur client is seeking a full time permanent Software Development Lead to join their innovative team in Buckhead Atlanta for $130,000-$170,000! They are the largest independent customer experience agency with 450 employees across 10 offices nationwide. They serve more than 250 Fortune 1,000 companies with strategy, site design and development, content, CRM, commerce, BI and cloud infrastructure. They offer a supportive environment with plenty of opportunities to work on interesting projects, grow your career, and have fun while doing it. Benefits and Perks:  PTO + Paid Holidays  Casual Dress (when in the office; when at a client site, we need to mirror their dress code)  Flexible Work Schedule  Great Health Coverage  Flexible Spending (Dependent Healthcare)  Transportation/Parking Pre-Tax Benefits  401k with Company Matching  Company provided snacks and soft drinks  Regular social events including volunteering, lunch outings, XBox One, golf outings, Whirlyball, and daily table tennis matches  Open Office Environment  Continuous Training, Certifications, and Learning Opportunities

Minimum Requirements:  Bachelor's Degree in Business/Computer Science (preferred) or related field  Experience in implementing Commerce solutions in multiple technologies such as Sitecore, Episerver or custom solutions  have at least 2-5 implementations of transactional Commerce sites.  5+ years of development in client-side scripting (JavaScript, CSS, HTML, Ajax, JSON)  5+ years of web application and web site development in C# (Commerce sites, portals, mobile sites)  Proven track record understanding client requirements and translating them into actionable development deliverables  Experience developing complex Integration Solutions is considered a plus (middle-tier applications)  Experience in working with junior resources to ensure knowledge transfer and expertise buildup.  Experience working with geographically dispersed highly motivated and innovative teams.  Excellent verbal and written communication skills between both the customer and all levels within the organization are required  3 or more years of Commerce development responsibilities specifically in a lead or Senior Development role of managing and delivering application development projects.  Willingness to travel periodically It is important that the Software Development Lead have a strong and diverse background in not only software development projects but can also bring to bear the requisite client-facing soft skills that foster positive communications and trust with clients. Qualified candidates please apply and email resume to [Click Here to Email Your Resumé]Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",5+ years,"Computer Hardware, Computer Software","Atlanta, GA 30326","$130,000.00 - $170,000.00 /Year",.NET Software Development Lead
248,Information Technology,Sedona Staffing - Iowa,"
.NET DEVELOPER WITH EXCEPTIONAL DATABASE EXPERIENCE  CONTRACT POSITION: $56/HOUR  LOCATION: ATLANTA, GA  
We are seeking a .NET developer responsible for building .NET applications. Your primary responsibility will be to design and develop these layers of our applications, and to coordinate with the rest of the team working on different layers of the infrastructure. A commitment to collaborative problem solving, sophisticated design, and quality product is essential.
Responsibilities

Translate application storyboards and use cases into functional applications
Design, build, and maintain efficient, reusable, and reliable code
Integrate data storage solutions, will include databases
Ensure the best possible performance, quality, and responsiveness of applications
Identify bottlenecks and bugs, and devise solutions to mitigate issues
Help maintain code quality, organization, and automatization

Skills

Strong knowledge of .NET web framework 
Proficient in C# and VB.NET
Strong understanding of object-oriented programming
Skill for writing reusable libraries
Familiar with various design and architectural patterns
Knowledge of concurrency patterns
Familiarity with Microsoft SQL Server 
Experience with popular web application frameworks
Experience creating database schemas that represent and support business processes

Please submit resume to [Click Here to Email Your Resumé]  Sedona Staffing is an Equal Opportunity Employer


.NET DEVELOPER WITH EXCEPTIONAL DATABASE EXPERIENCE

CONTRACT POSITION: $56/HOUR

LOCATION: ATLANTA, GA


We are seeking a .NET developer responsible for building .NET applications. Your primary responsibility will be to design and develop these layers of our applications, and to coordinate with the rest of the team working on different layers of the infrastructure. A commitment to collaborative problem solving, sophisticated design, and quality product is essential.
Responsibilities

Translate application storyboards and use cases into functional applications
Design, build, and maintain efficient, reusable, and reliable code
Integrate data storage solutions, will include databases
Ensure the best possible performance, quality, and responsiveness of applications
Identify bottlenecks and bugs, and devise solutions to mitigate issues
Help maintain code quality, organization, and automatization

Skills

Strong knowledge of .NET web framework 

Proficient in C# and VB.NET

Strong understanding of object-oriented programming
Skill for writing reusable libraries
Familiar with various design and architectural patterns
Knowledge of concurrency patterns
Familiarity with Microsoft SQL Server 
Experience with popular web application frameworks
Experience creating database schemas that represent and support business processes

Please submit resume to [Click Here to Email Your Resumé]

Sedona Staffing is an Equal Opportunity Employer
",NA,Computer Software,"Atlanta, GA",$56.00 /Hour,.NET Developer
249,Information Technology,TriCom Technical Services,"
Our client's Solutions architects were transitioned internally to their cloud program support team, this is a critical back-fill to assist with addressing gap within technical deliverables. The resource will help with systems design and provide leadership to the development teams. They must be able to work well in a team and have excellent Java and Angular development skills. This is a hand on senior level role.Required Skills:

5+ years experience in role of Solutions Architecture & Systems Design
5+ years experience in leading systems design & development teams
10+ years of experience with Website Design & Development (Java, Angular)
2+ years experience with AWS Cloud Development


Java
Angular
AWS
",5+ years,Insurance,"Kansas City, MO",$50.00 - $70.00 /Hour,Java Cloud Developer
250,Information Technology,Ascendo Resources,"
A growing and dynamic software development company in Orlando, FL is experiencing significant growth, and are seeking a number of highly qualified .Net Developers to join their team as full time employees. 

We are seeking a candidate with strong development experience in AGILE projects using C#.NET and HTML5/JS tools, in an enterprise environment utilizing structured SDLC processes. Good candidates will have the ability to adjust rapidly to a dynamic setting and be able to adopt established development team standards and processes to deliver high quality customer facing web applications.

Responsibilities:

Technical leader to enhance and improve software written in one or more of the following frameworks: .NET, Angular4
Design and present projects to improve current process and overall platform
Expertly designs, specs, schedules and provides high quality implementation of multiple features
Critical to success of multiple product features
Manage time effectively working on multiple concurrent projects
Drive progress of team(s) and projects
Deliver high-quality software on time
Works with product management for the successful completion of a project
Lead team(s) or mentor other developers as needed
Acts as a technical champion for customers
Functions as a Technical or Team Lead as needed

Requirements

Bachelor’s degree in Computer Science, Business Information Systems or related field or equivalent work experience is required
5+ years experience in software development
Experience in the following software languages: C#
Experience with the Microsoft Suite (.NET Framework, Visual Studio)
Experience with developing window services, window clients and multi-threaded software
Excellent communication, problem solving, and decision making skills
Experience(s) as a technical or team lead or equivalent experience
Working knowledge of unit testing, user stories or use cases, design patterns or equivalent experience, and object oriented software design
Desire to be a team player and work in a fast-paced environment

Physical Demands:
The work requires the incumbent to remain at a desk most of the time. Some travel may be required to represent the company at meetings, conferences and seminars. Tight deadlines must be met with limited staff to support projects.
Work Environment:
The work environment is in an office setting that is adequately lighted, temperature controlled and ventilated

",5+ years,Computer Software,"Orlando, FL","$105,000.00 - $120,000.00 /Year",.Net Developer
251,Other,Scope IT Consulting.,"



 Hi  
 Hope you are doing good. 
 Greeting from Melvin with Scope IT Consulting 
 Let me know if you are available for this. 

 Job Title :Appian developer 
 Location :Washington, D.C. 
 Duration :Long Term  

 Please send your updated resume  

 Mandatory :Appian certification and 3+ Years’ experience in Appian development



Hi
Hope you are doing good.
Greeting from Melvin with Scope IT Consulting
Let me know if you are available for this.

Job Title :Appian developer
Location :Washington, D.C.
Duration :Long Term

Please send your updated resume

Mandatory :Appian certification and 3+ Years’ experience in Appian development
",3+ Years,Other Great Industries,"1339 Wisconsin Ave NWWashington, DC",NA,Appian developer
252,"Government, Information Technology, Other",Computer Futures,"
Title: DevOps EngineerCompany: This DevOps Engineer position is with a client of ours based out of San Francisco, CA but can be worked 100% remote! The client deeply cares about their employees, and you will have the chance to learn/work with some of the top professionals in your field.Role
Design, develop, and operationalize Continuous Integration, Continuous Deployment, and Continuous Delivery solutions
Actively research and incorporate the newest innovations and principals where there is value and/or efficiencies for using these technologies
Design and implement DevOps solutions that leverage AWS and internal products/service capabilities to meet customer's most critical requirements
Take ownership of user problems and follow up on the status of problems on behalf of the user and communicate progress in a timely manner
Requirements
Bachelor's Degree or equivalent work experience
Ability to obtain & maintain a government clearance
Good experience with AWS
Experience with Terraform
Experience with CircleCi
Great communication skills
Length: 6 Month Contract to HirePay Rate: $85-90/hrPhone interviews are being set up for the DevOps Engineer position that is 100% remote. To be considered for this position you must email your most updated CV and set up a time to speak with me as soon as possible.If this DevOps Engineer position is not the right fit for you but you have a friend that fits the role, please do refer them.Sthree US is acting as an Employment Business in relation to this vacancy.
",NA,"Computer Hardware, Computer Software, Government - Civil Service","Washington, DC",$85.00 - $90.00 /Hour,DevOps Engineer - 100% Remote
253,"Automotive, Engineering, Manufacturing",Yoh,"
Product Launch Engineer needed for a direct hire opportunity with Yoh's client located in Indianapolis. The Big Picture - Top Skills You Should Possess:
Bachelor's Degree from a 4 year college or university or 5-10 years' experience
Minimum 5 years of experience in production area
Familiarity with program finance issues (costing, P&L, investments)
Ability to manage functional plant Program team
What You'll Be Doing:
Coordinate work package tasks and ensure their accomplishment
In agreement with the program manager and the PML, technical interface with the customer and the suppliers
According to the PMS, define the plant launch team required resources (workload, competencies and profiles), have it nominated by the Plant Manager and the PM and coordinate its activities. Be in charge of the R@R (Run at Rate) process for his/her programs
Act as the interface between the Program Manufacturing Leader and the plant Manage the Production Part Approval Process (including Run @ Rate: Production Trial, Mass Production Trial and Extended Mass Production Trial).
Manage the production launch in the plant. 
Support the Production Ramp-up
What You Need to Bring to the Table:
Bachelor's Degree from a 4 year college or university or 5-10 years' experience
Minimum 5 years of experience in production area
Ability to manage functional plant Program team
What's In It For You?
Medical, Dental & Vision Benefits
401K Retirement Saving Plan
Life & Disability Insurance
 Get Hired, Apply Now! Recruiter: Todd WeberPhone Number: 314.341.0730 Yoh makes finding and applying for jobs simple. Partner with Yoh to find the right opportunities across multiple industries in the US and UK. Find out more here! Yoh, a Day & Zimmermann company, is an Equal Opportunity Employer, M/F/D/V. Click here to contact us if you are an individual with a disability and require accommodation in the application process.CB1
",4 year,Automotive - Motor Vehicles - Parts,"Greenwood, IN","$85,000.00 /Year",Launch Engineer
254,Information Technology,Mason Frank,"
Salesforce.com Administrator needed in Manhattan to perform custom configurations on pre-existing Salesforce instance and implement various applications and tools on the Force.com platform. Offers up to $60 an hour as well as training in development up to a possible Salesforce PD I (Platform Developer I) certification. This contract will run for 6 months with the possibility of further extension.   RESPONSIBILITIES:  -Create and customize reports, dashboards, profiles, page layouts, user access, etc.  -Oversee data input and integration into various databases-perform data management, hygiene, etc.  -Research and implement various applications and tools on the Salesforce platform, ranging from CPQ tools to QuickBooks  -Update and customize pre-existing applications; venture into Sandbox and Production environments and possibly some editing on the front-end side (Visualforce, web services, Salesforce API)  -Provide basic functional SFDC training to new and existing users   REQUIREMENTS:  -5+ years of Salesforce.com experience  -Must have previously worked with Salesforce API in order to customize functionalities  -Must be able to perform configuration outside of OOB functionalities (beyond point and click)  -ADM201 or ADM301 certification strongly preferred  -Previous experience with AppExchange tools such as Apttus, Steelbrick, QuickBooks, Pardot, etc  -Familiarity with Visualforce and Web Services (HTML, CSS, XML, etc) preferred but not required  -Excellent communication and interpersonal skills required  -Must be willing to work onsite   U.S. Citizens and all other parties authorized to work in the U.S. are encouraged to apply.   If you are an experienced Salesforce administrator looking to further develop your career on a development track, APPLY NOW! This position will be filled very soon- contact Chrissy at 646-415-8384 (ext 3342) or send your resume to [Click Here to Email Your Resumé] TODAY to hear back within 48 hours!   Mason Frank International is the global leader for Salesforce.com recruitment, advertising more Salesforce.com jobs than any other agency. We deal with both Salesforce.com Partners & End Users throughout North America. By specializing solely in placing candidates in the Salesforce.com market I have built relationships with most of the key employers in North America and have a supreme understanding of where the best opportunities and Salesforce.com jobs are.   We understand the need for discretion and would welcome the opportunity to speak to any SFDC candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. For information on the Salesforce.com market and some of the opportunities and Salesforce.com jobs that are available I can be contacted on 646-415-8384 (ext 3342). Please see www.masonfrank.com for more fantastic Salesforce.com opportunities!   Mason Frank International Inc. is acting as an Employment Agency in relation to this vacancy.
",-5+ years,Computer Software,"New York, NY",$45.00 - $60.00 /Hour,Salesforce.com Administrator- New York- $40-60/hr- Dev exp
255,Information Technology,NA,"
Our Chicago based client (River North) is looking for a Full Stack Developer.  This can be contract or contract for hire.  We need someone proficient in .NET/MVC as well as Front End technologies.  Great working environment! Cutting edge technology!  Hourly rates are 65-75/W2 or 85-90/C2C.

Contact: Martin Hendricks / (630) 392-2515 / [Click Here to Email Your Resumé]

Qualifications:

• An expert in the craft of web development – we enjoy sharing what we learn with each other and the open source community at large.

• A true empathy for the client experience, appreciating what it takes to form long-term, deep client relationships. These are large-scale projects for high-profile clients, allowing you to take a consulting approach to your development.

• The ability to engineer for performance, maintainability and efficiency, while also creating beautiful end-user experiences.

• Work with architects, account managers, other developers and our clients to deliver full-featured, data-driven websites, utilizing the latest technologies, frameworks and tools.

• Coordinate and participate in the implementation, testing and support of web-based projects using MVC, .NET/C# , ASP.NET, JavaScript/JQuery, CSS, SQL Server, GIT and Visual Studio.

• Experience with Node, Knockout, React, MongoDB, and Sitecore are great to have. 

• Leverage industry-leading content management systems to focus on delivering new and creative solutions to clients.

• Utilize your deep knowledge of the .NET page lifecycle/MVC, of object oriented programming concepts, browser compatibility considerations and web performance optimization tools.




Technical Skills:
• Experience with HTML5, CSS3 (SASS)
• Experience with JavaScript, JQuery
• Extensive use of modern CMS systems (Sitecore, WordPress, Drupal, Adobe CQ or similar) is a plus
• Expert in .NET MVC, ASP.NET
• Broad knowledge of capabilities across different browsers, devices
• Multiple Javascript frameworks, and when to use (or not use) each one
",NA,Internet - ECommerce,"Chicago, IL",$65.00 - $85.00 /Hour,Full Stack Developer
256,Information Technology,"PROW Consulting Partners, Inc.","
Phase One Duties:

Move Applications, Services and Scheduled Tasks from a Server 2003 environment to a Server 2016 environment and document everything about the applications and systems. These environments include Development, Staging, and Production servers.

There are roughly 35 classic ASP applications and a few .Net applications. Most have already been migrated to the development server and the information about them documented. The applications on the development server need to go through the QA process, then moving them to staging can occur. 


Phase Two Duties:

Phase two of the project is rewriting the Classic ASP applications in .Net. This phase has already been started with the Application Security app. There are about 35 applications in total. This phase has not been estimated for time, but may take several months, including QA time. There is a priority for the applications. The smaller applications may not need to be converted, but that is contingent on time.

C# is the language to be used in the projects.


.Net experience
C#
Server 2003
Server 2016
GREAT communication skills
",NA,Computer Software,"phoenix, AZ",$50.00 - $60.00 /Hour,.Net Developer C# Developer
257,Information Technology,Vaco Technology,"
Requirements:
BS or MS degree in engineering, computer science or related field
A demonstrable understanding and at least four years of professional experience in Java
Experience using and a strong understanding of SQL, HQL, or JPQL
Experience developing on a Linux platform is a plus
Experience with IntelliJ and/or Gradle is a plus
The ability to work efficiently and lead yourself in a fluid environment
Strong interest in new technologies
Experience in Web/Internet technologies
Demonstrate a strong passion for success as well as strong work ethic
An understanding of distributed/concurrent programming is preferred
Work on site at Nashville location


Requirements:BS or MS degree in engineering, computer science or related fieldA demonstrable understanding and at least four years of professional experience in JavaExperience using and a strong understanding of SQL, HQL, or JPQLExperience developing on a Linux platform is a plusExperience with IntelliJ and/or Gradle is a plusThe ability to work efficiently and lead yourself in a fluid environmentStrong interest in new technologiesExperience in Web/Internet technologiesDemonstrate a strong passion for success as well as strong work ethicAn understanding of distributed/concurrent programming is preferredWork on site at Nashville location
",NA,Computer Software,"Nashville, TN","$100,000.00 - $110,000.00 /Year",$105k | Sr. Java Developer | Downtown Nashville
258,Information Technology,NA,"
Client is seeking an experienced SQL database developer/analyst to assist with a refactoring effort.  The project will involve analyzing existing T-SQL Code and associated .Net-based tool and architecting an entirely new solution based upon existing business rules.  

Responsibilities
• Analyze existing architecture and develop a strategy for a refactored tool
• Design, develop, and test refactored solution
• Design and develop SQL Server T-SQL objects to support data migration
• Develop real time messaging to OLTP environments
• Full development life cycle around real time integration with ETL and SQL Server
• Participate in thorough integration and system testing
• Contribute to system architectural design and planning discussions
• Identify issues and recommend and implement solutions
• Work with other teams to understand business rules and interpret data
• Interact with business owners in requirements gathering


Qualifications
• Bachelor’s Degree in Computer Science, Information Technology, Computer Engineering or other related field
• At least 5 years hands-on full life cycle software development experience
• At least 5 years of hands-on experience in SQL Server T-SQL database development (data modeling, stored procedures, functions and query optimization)
• At least 3 years of hands-on experience in .Net/SSIS/ETL development
• Experience with complex error handling a plus
• Excellent verbal and written communication and organizational skills, attention to details and multi-tasking abilities
• Strong analytical skills and problem solving skills with the ability to formulate and communicate recommendations for improvement
• Additional project management and/or data analyst experience a plus
• Have the ability to work effectively with others and good interpersonal skills
",5 years,Consumer Products,"Chicago, IL",$60.00 - $70.00 /Hour,SQL Database Developer
259,"Information Technology, Engineering, Legal","Computer Enterprises, Inc. (CEI)","
Build Assurance Engineer
Location: Philadelphia, PA 19103

Job Description:
Our Open Source Practice is seeking a talented, self-directed engineer to help product and app teams build open source compliance into their workflow.  As we continues to grow as a software company, there is increased use of and engagement with open source software.  A core part of increasing our OSS expertise is to comply with licensing of software we consume.  Improper compliance puts the company at risk of bad publicity, legal risk and exposure of company IP.   A knowledge of or eagerness to learn OSS licenses and guidelines, plus enthusiasm for CI/CD and automation are key.

The role will be part of the Open Source Practice, which is responsible company-wide for growing our OSS capability and credibility. It is responsible for supporting and helping teams in the company to use OSS strategically and smartly. In this role, the successful candidate will work primarily with engineering teams, but will also partner with the Legal, Strategic IP and Enterprise Tools teams to ensure all programs can operate at scale and enable engineers to work smoothly.  The ideal candidate has a passion for open source technology, CI/CD, automation, and a successful track record in technical project management work.  Candidate must be comfortable rolling out new tools and processes, detail oriented, and eager to help other engineers across the company.

Position Responsibilities:

Roll-out and operate a license scanning tool and help teams to build use into their workflow for any new products/apps.
Review open source license compliance for existing products/apps.
Track compliance issues and help teams address them before products/apps are launched.
Integrate the license scanning tool into CI/CD processes.
Explore ways to automate and improve OSS Compliance via integration of existing tools or, as needed, development of new tools.


Basic Qualifications:

5+ years of relevant work experience in open source, legal or in technical program management
Bachelor's degree in business, marketing, technical, or relevant field of study.
Superior oral and written communication skills with an innate attention to detail.
Proven success managing time and juggling multiple projects in a high growth environment where priorities shift fast.
Experience in working across engineering and technical teams.


Preferred Qualifications:

Experience working in a fast-paced and highly cross-functional organization.
Experience working with computing technologies/companies.
The demonstrated ability to work independently and autonomously.
Comfort with use of Git and GitHub.
Familiarity with CI/CD principles.

",5+ years,"Computer Software, Legal, Telecommunications","Philadelphia, PA","$80,000.00 - $100,000.00 /Year","Build Assurnace Engineer - Open Source, CI/CD"
260,Information Technology,Finezi,"

The Senior Developer should have a broad understanding of various coding methodologies, testing practices, and tools and know when to apply each method to achieve the desired outcomes. The Senior Developer is expected to promote Test Driven Development Practices within the team, ensuring that Unit Test and Acceptance Tests are implemented to confirm that acceptance criteria (i.e. behaviors) are met.


PROGRAMMING SKILLS, EXPERIENCE AND KNOWLEDGE

At least 7-10 years of experience in Windows Forms and Web Development
Extensive knowledge of the Microsoft .NET framework  4.0 to 4.6
2 – 3 years of experience in WCF
SOLID Principles
Web API
Domain Driven Design
1 – 2 years of experience in MVC
1-3 years of experience in Visual Studio 2010 and 2015
At least 3 years of experience in  Database development
1 – 2 years of experience with Performance Tools such as Ants Memory Profiler.
2-3 years of SOA experience.
Experience in Enterprise systems and integration with other systems.
A Bachelor’s Degree in Computer Science/Software/Information technology/Information Science related discipline required.
Healthcare/Pharmaceutical related industry experience is a plus.

",3 years,Healthcare - Health Services,"canonsburg, PA",$30.00 - $35.00 /Hour,.Net Developer
261,"Engineering, Information Technology, Design",Robert Half Technology,"
Ref ID: 01300-9501184783Classification: Application DevelopmentCompensation: $80,000.00 to $115,000.00 per yearA national client services company is seeking a Application Developer to lead their development team and support the architecture, design, and modifications of their applications, web services, and enterprise services. As the Application Developer, you will be responsible for not only developing applications in a .NET framework, but also leading discussions on the architecture around the design and development of the product. By communicating with product owners and understanding their business requirements, you will oversee the deployment of effective and maintainable solutions. If you are excited about this role, please reach out to Nick Wottowa at 312-616-7974 or email at [Click Here to Email Your Resumé].

1. Strong hands-on development knowledge of Full-Stack 2. Experience using C# 3. Experience using SQL 4. Working knowledge of jQuery If you are excited about this role, please reach out to Nick Wottowa at 312-616-7974 or email at [Click Here to Email Your Resumé].Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",65 years,"Computer Hardware, Computer Software","Glenview, IL 60082","$80,000.00 - $115,000.00 /Year",Application Developer
262,Information Technology,Headfarmer LLC,"
IT Developer 

Support the Systems Administrator and Director of Software Development in their day-to-day duties
Address priority bugs and fires with our internal tools and systems
Triage customer issues and determine escalation path
Be comfortable interacting with executive level internal and external clients to our business
Work with Sys Admin to improve and automate our IT tool chain
Adhere to and successfully complete the detailed and incremental on-boarding procedures as outlined by Scrum Team Product Owners and Scrum Master


IT Developer 

Required skills Java, Bash/PowerShell, Windows & Linux Server administration, ability to read HTML, CSS and JS
Heavy focuses on process improvement, configuration management and automation
Ability to quickly switch task focus while staying focused on concise operations

",NA,Other Great Industries,"Phoenix, AZ","$70,000.00 - $90,000.00 /Year",IT Developer
263,Banking,Confidential,"



Qualifications and Skills
·         7+ plus years of Engineering or relevant experience
·         Strong experience with IT Automation technologies such as Ansible, Terraform, Chef and/or Puppet.
·         Fluency in Python and Java
·         Well versed with Continuous Integration and Continuous Delivery tools such as TeamCity, Jenkins and GitLab
·         Well versed with containerization technologies such as Docker and AWS ECS.
·         Experience with build, deploy, and release engineering
·         Experience with Cloud Foundry PaaS a plus
·         Experience deploying applications under a Linux and Windows environments

Qualifications and Skills
·         7+ plus years of Engineering or relevant experience
·         Strong experience with IT Automation technologies such as Ansible, Terraform, Chef and/or Puppet.
·         Fluency in Python and Java
·         Well versed with Continuous Integration and Continuous Delivery tools such as TeamCity, Jenkins and GitLab
·         Well versed with containerization technologies such as Docker and AWS ECS.
·         Experience with build, deploy, and release engineering
·         Experience with Cloud Foundry PaaS a plus
·         Experience deploying applications under a Linux and Windows environments
",NA,Banking - Financial Services,"216 Ridc Park W DrPittsburgh, PA",NA,Devops
