,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,Month,Year
661,2,2008-09-24,82,62,72.0,57,63.0,0.0,7.0,0.0,9,2008
662,1,2008-09-25,77,63,70.0,61,64.0,0.0,5.0,0.0,9,2008
663,2,2008-09-25,78,66,72.0,61,65.0,0.0,7.0,0.0,9,2008
664,1,2008-09-26,79,59,69.0,55,60.0,0.0,4.0,0.0,9,2008
665,2,2008-09-26,78,60,69.0,54,61.0,0.0,4.0,0.0,9,2008
666,1,2008-09-27,81,53,67.0,54,60.0,0.0,2.0,0.0,9,2008
667,2,2008-09-27,80,55,67.5,54,60.0,0.0,3.0,0.0,9,2008
668,1,2008-09-28,68,57,62.5,57,60.0,2.0,0.0,0.0,9,2008
669,2,2008-09-28,69,60,64.5,57,60.0,0.0,0.0,0.0,9,2008
670,1,2008-09-29,64,54,59.0,55,57.0,6.0,0.0,0.82,9,2008
671,2,2008-09-29,65,56,60.5,57,59.0,4.0,0.0,0.11,9,2008
672,1,2008-09-30,59,48,53.5,44,49.0,11.0,0.0,0.0,9,2008
673,2,2008-09-30,61,48,54.5,45,50.0,10.0,0.0,0.01,9,2008
674,1,2008-10-01,61,46,53.5,40,47.0,11.0,0.0,0.0,10,2008
675,2,2008-10-01,62,46,54.0,41,47.0,3.40709171496761,5.647118990794408,0.0,10,2008
676,1,2008-10-02,61,42,51.5,40,47.0,13.0,0.0,0.0,10,2008
677,2,2008-10-02,62,43,52.5,40,47.0,12.0,0.0,0.0,10,2008
678,1,2008-10-03,60,44,52.0,42,47.0,13.0,0.0,0.01,10,2008
679,2,2008-10-03,59,49,54.0,43,49.0,11.0,0.0,0.01,10,2008
680,1,2008-10-04,61,38,49.5,38,45.0,15.0,0.0,0.0,10,2008
681,2,2008-10-04,60,42,51.0,39,46.0,14.0,0.0,0.0,10,2008
682,1,2008-10-05,61,41,51.0,43,48.0,14.0,0.0,0.06,10,2008
683,2,2008-10-05,61,46,53.5,41,49.0,11.0,0.0,0.03,10,2008
684,1,2008-10-06,69,54,61.5,47,54.0,3.0,0.0,0.0,10,2008
685,2,2008-10-06,70,56,63.0,46,54.0,2.0,0.0,0.0,10,2008
686,1,2008-10-07,63,56,59.5,52,56.0,5.0,0.0,0.8,10,2008
687,2,2008-10-07,65,56,60.5,52,56.0,4.0,0.0,0.86,10,2008
688,1,2008-10-08,64,50,57.0,51,54.0,8.0,0.0,0.19,10,2008
689,2,2008-10-08,63,52,57.5,52,55.0,7.0,0.0,0.29,10,2008
690,1,2008-10-09,69,47,58.0,38,49.0,7.0,0.0,0.0,10,2008
691,2,2008-10-09,69,48,58.5,39,49.0,6.0,0.0,0.0,10,2008
692,1,2008-10-10,72,42,57.0,42,50.0,8.0,0.0,0.0,10,2008
693,2,2008-10-10,73,46,59.5,41,51.0,5.0,0.0,0.0,10,2008
694,1,2008-10-11,79,51,65.0,50,57.0,0.0,0.0,0.0,10,2008
695,2,2008-10-11,80,55,67.5,50,57.0,0.0,3.0,0.0,10,2008
696,1,2008-10-12,84,57,70.5,56,61.0,0.0,6.0,0.0,10,2008
697,2,2008-10-12,86,62,74.0,54,62.0,0.0,9.0,0.0,10,2008
698,1,2008-10-13,77,61,69.0,58,63.0,0.0,4.0,0.0,10,2008
699,2,2008-10-13,79,64,71.5,57,63.0,0.0,7.0,0.0,10,2008
700,1,2008-10-14,69,53,61.0,43,51.0,4.0,0.0,0.0,10,2008
701,2,2008-10-14,70,55,62.5,43,52.0,2.0,0.0,0.0,10,2008
702,1,2008-10-15,63,47,55.0,50,53.0,10.0,0.0,0.3,10,2008
703,2,2008-10-15,64,50,57.0,51,54.0,8.0,0.0,0.24,10,2008
704,1,2008-10-16,59,43,51.0,38,44.0,14.0,0.0,0.0,10,2008
705,2,2008-10-16,59,44,51.5,39,45.0,13.0,0.0,0.0,10,2008
706,1,2008-10-17,57,43,50.0,39,44.0,15.0,0.0,0.0,10,2008
707,2,2008-10-17,56,44,50.0,40,46.0,15.0,0.0,0.0,10,2008
708,1,2008-10-18,60,43,51.5,40,45.0,13.0,0.0,0.05,10,2008
709,2,2008-10-18,60,46,53.0,41,47.0,12.0,0.0,0.14,10,2008
710,1,2008-10-19,62,40,51.0,37,45.0,14.0,0.0,0.0,10,2008
711,2,2008-10-19,62,44,53.0,37,46.0,12.0,0.0,0.0,10,2008
712,1,2008-10-20,55,43,49.0,42,46.0,16.0,0.0,0.18,10,2008
713,2,2008-10-20,56,44,50.0,43,47.0,15.0,0.0,0.31,10,2008
714,1,2008-10-21,55,38,46.5,35,42.0,18.0,0.0,0.0,10,2008
715,2,2008-10-21,55,39,47.0,37,43.0,18.0,0.0,0.0,10,2008
716,1,2008-10-22,52,35,43.5,30,40.0,21.0,0.0,0.0,10,2008
717,2,2008-10-22,54,40,47.0,29,40.0,18.0,0.0,0.0,10,2008
718,1,2008-10-23,58,41,49.5,36,44.0,15.0,0.0,0.16,10,2008
719,2,2008-10-23,60,40,50.0,34,43.0,15.0,0.0,0.09,10,2008
720,1,2008-10-24,54,44,49.0,44,47.0,16.0,0.0,0.32,10,2008
721,2,2008-10-24,56,45,50.5,44,47.0,14.0,0.0,0.63,10,2008
722,1,2008-10-25,53,43,48.0,40,44.0,17.0,0.0,0.0,10,2008
723,2,2008-10-25,53,43,48.0,41,45.0,17.0,0.0,0.0,10,2008
724,1,2008-10-26,56,37,46.5,32,41.0,18.0,0.0,0.0,10,2008
725,2,2008-10-26,56,36,46.0,34,41.0,19.0,0.0,0.01,10,2008
726,1,2008-10-27,47,33,40.0,27,35.0,25.0,0.0,0.0,10,2008
727,2,2008-10-27,47,34,40.5,28,35.0,24.0,0.0,0.0,10,2008
728,1,2008-10-28,45,31,38.0,23,33.0,27.0,0.0,0.0,10,2008
729,2,2008-10-28,45,32,38.5,23,33.0,26.0,0.0,0.0,10,2008
730,1,2008-10-29,51,32,41.5,24,34.0,23.0,0.0,0.0,10,2008
731,2,2008-10-29,51,33,42.0,25,35.0,23.0,0.0,0.0,10,2008
732,1,2008-10-30,62,31,46.5,32,41.0,18.0,0.0,0.0,10,2008
733,2,2008-10-30,63,34,48.5,31,41.0,16.0,0.0,0.0,10,2008
734,1,2008-10-31,70,48,59.0,46,51.0,6.0,0.0,0.0,10,2008
735,2,2008-10-31,71,49,60.0,46,51.0,5.0,0.0,0.0,10,2008
736,1,2009-05-01,60,46,53.0,40,47.0,12.0,0.0,0.02,5,2009
737,2,2009-05-01,62,48,55.0,42,48.0,10.0,0.0,0.04,5,2009
738,1,2009-05-02,66,44,55.0,33,45.0,10.0,0.0,0.0,5,2009
739,2,2009-05-02,65,45,55.0,34,46.0,10.0,0.0,0.0,5,2009
740,1,2009-05-03,70,43,56.5,34,47.0,8.0,0.0,0.0,5,2009
741,2,2009-05-03,70,45,57.5,35,48.0,7.0,0.0,0.0,5,2009
742,1,2009-05-04,70,43,56.5,34,47.0,8.0,0.0,0.0,5,2009
743,2,2009-05-04,70,49,59.5,36,48.0,5.0,0.0,0.0,5,2009
744,1,2009-05-05,71,49,60.0,40,50.0,5.0,0.0,0.0,5,2009
745,2,2009-05-05,70,54,62.0,41,51.0,3.0,0.0,0.0,5,2009
746,1,2009-05-06,75,51,63.0,51,55.0,2.0,0.0,0.67,5,2009
747,2,2009-05-06,75,56,65.5,51,56.0,0.0,1.0,0.86,5,2009
748,1,2009-05-07,77,56,66.5,52,57.0,0.0,2.0,0.19,5,2009
749,2,2009-05-07,77,56,66.5,53,58.0,0.0,2.0,0.03,5,2009
750,1,2009-05-08,77,53,65.0,53,58.0,0.0,0.0,0.02,5,2009
751,2,2009-05-08,74,57,65.5,55,59.0,0.0,1.0,0.01,5,2009
752,1,2009-05-09,63,46,54.5,44,48.0,10.0,0.0,0.0,5,2009
753,2,2009-05-09,64,45,54.5,44,49.0,10.0,0.0,0.0,5,2009
754,1,2009-05-10,67,40,53.5,39,46.0,11.0,0.0,0.0,5,2009
755,2,2009-05-10,67,43,55.0,40,47.0,10.0,0.0,0.02,5,2009
756,1,2009-05-11,61,39,50.0,35,44.0,15.0,0.0,0.0,5,2009
757,2,2009-05-11,61,40,50.5,34,44.0,14.0,0.0,0.0,5,2009
758,1,2009-05-12,71,39,55.0,34,47.0,10.0,0.0,0.0,5,2009
759,2,2009-05-12,72,44,58.0,32,47.0,7.0,0.0,0.0,5,2009
760,1,2009-05-13,70,53,61.5,56,58.0,3.0,0.0,0.55,5,2009
761,2,2009-05-13,71,54,62.5,58,60.0,2.0,0.0,1.03,5,2009
762,1,2009-05-14,68,53,60.5,44,52.0,4.0,0.0,0.0,5,2009
763,2,2009-05-14,69,55,62.0,44,53.0,3.0,0.0,0.0,5,2009
764,1,2009-05-15,61,52,56.5,51,54.0,8.0,0.0,0.39,5,2009
765,2,2009-05-15,63,55,59.0,52,55.0,6.0,0.0,0.7,5,2009
766,1,2009-05-16,62,45,53.5,40,49.0,11.0,0.0,0.0,5,2009
767,2,2009-05-16,62,47,54.5,41,50.0,10.0,0.0,0.04,5,2009
768,1,2009-05-17,63,39,51.0,27,42.0,14.0,0.0,0.0,5,2009
769,2,2009-05-17,59,41,50.0,28,42.0,15.0,0.0,0.0,5,2009
770,1,2009-05-18,66,40,53.0,33,45.0,12.0,0.0,0.0,5,2009
771,2,2009-05-18,67,45,56.0,30,45.0,9.0,0.0,0.0,5,2009
772,1,2009-05-19,80,52,66.0,44,55.0,0.0,1.0,0.0,5,2009
773,2,2009-05-19,80,54,67.0,43,54.0,0.0,2.0,0.0,5,2009
774,1,2009-05-20,84,61,72.5,44,57.0,0.0,8.0,0.0,5,2009
775,2,2009-05-20,85,61,73.0,43,57.0,0.0,8.0,0.0,5,2009
776,1,2009-05-21,84,60,72.0,49,59.0,0.0,7.0,0.0,5,2009
777,2,2009-05-21,85,60,72.5,48,59.0,0.0,8.0,0.0,5,2009
778,1,2009-05-22,69,53,61.0,46,53.0,4.0,0.0,0.0,5,2009
779,2,2009-05-22,70,56,63.0,47,54.0,2.0,0.0,0.0,5,2009
780,1,2009-05-23,80,50,65.0,50,57.0,0.0,0.0,0.0,5,2009
781,2,2009-05-23,79,55,67.0,51,58.0,0.0,2.0,0.0,5,2009
782,1,2009-05-24,71,55,63.0,46,53.0,2.0,0.0,0.0,5,2009
783,2,2009-05-24,70,56,63.0,47,54.0,2.0,0.0,0.0,5,2009
784,1,2009-05-25,67,54,60.5,43,51.0,4.0,0.0,0.04,5,2009
785,2,2009-05-25,64,56,60.0,46,53.0,5.0,0.0,0.08,5,2009
786,1,2009-05-26,74,53,63.5,51,55.0,1.0,0.0,1.73,5,2009
787,2,2009-05-26,76,56,66.0,54,58.0,0.0,1.0,1.38,5,2009
788,1,2009-05-27,73,55,64.0,58,60.0,1.0,0.0,0.02,5,2009
789,2,2009-05-27,75,58,66.5,60,63.0,0.0,2.0,0.0,5,2009
790,1,2009-05-28,62,54,58.0,51,54.0,7.0,0.0,0.0,5,2009
791,2,2009-05-28,64,55,59.5,51,54.0,5.0,0.0,0.0,5,2009
792,1,2009-05-29,74,50,62.0,49,55.0,3.0,0.0,0.0,5,2009
793,2,2009-05-29,77,55,66.0,49,55.0,0.0,1.0,0.0,5,2009
794,1,2009-05-30,79,50,64.5,46,54.0,0.0,0.0,0.0,5,2009
795,2,2009-05-30,79,53,66.0,46,55.0,0.0,1.0,0.0,5,2009
796,1,2009-05-31,73,45,59.0,41,50.0,6.0,0.0,0.0,5,2009
797,2,2009-05-31,72,49,60.5,43,52.0,4.0,0.0,0.0,5,2009
798,1,2009-06-01,78,51,64.5,53,57.0,0.0,0.0,0.44,6,2009
799,2,2009-06-01,80,52,66.0,54,58.0,0.0,1.0,0.83,6,2009
800,1,2009-06-02,60,48,54.0,46,50.0,11.0,0.0,0.12,6,2009
801,2,2009-06-02,61,50,55.5,47,51.0,9.0,0.0,0.06,6,2009
802,1,2009-06-03,61,43,52.0,39,46.0,13.0,0.0,0.0,6,2009
803,2,2009-06-03,61,47,54.0,40,48.0,11.0,0.0,0.0,6,2009
804,1,2009-06-04,68,42,55.0,37,48.0,10.0,0.0,0.0,6,2009
805,2,2009-06-04,68,47,57.5,38,49.0,7.0,0.0,0.0,6,2009
806,1,2009-06-05,79,44,61.5,44,54.0,3.0,0.0,0.0,6,2009
807,2,2009-06-05,80,47,63.5,43,54.0,1.0,0.0,0.0,6,2009
808,1,2009-06-06,63,51,57.0,45,50.0,8.0,0.0,0.02,6,2009
809,2,2009-06-06,66,55,60.5,48,53.0,4.0,0.0,0.0,6,2009
810,1,2009-06-07,73,52,62.5,53,57.0,2.0,0.0,0.04,6,2009
811,2,2009-06-07,74,56,65.0,54,59.0,0.0,0.0,0.0,6,2009
812,1,2009-06-08,80,52,66.0,60,63.0,0.0,1.0,0.45,6,2009
813,2,2009-06-08,82,55,68.5,61,65.0,0.0,4.0,0.3,6,2009
814,1,2009-06-09,67,55,61.0,53,56.0,4.0,0.0,0.0,6,2009
815,2,2009-06-09,67,56,61.5,53,56.0,3.0,0.0,0.0,6,2009
816,1,2009-06-10,67,54,60.5,49,53.0,4.0,0.0,0.01,6,2009
817,2,2009-06-10,67,55,61.0,50,55.0,4.0,0.0,0.04,6,2009
818,1,2009-06-11,64,53,58.5,51,54.0,6.0,0.0,0.01,6,2009
819,2,2009-06-11,60,53,56.5,53,54.0,8.0,0.0,1.14,6,2009
820,1,2009-06-12,74,49,61.5,49,55.0,3.0,0.0,0.0,6,2009
821,2,2009-06-12,72,50,61.0,49,55.0,4.0,0.0,0.0,6,2009
822,1,2009-06-13,68,54,61.0,51,55.0,4.0,0.0,0.33,6,2009
823,2,2009-06-13,66,56,61.0,52,55.0,4.0,0.0,0.31,6,2009
824,1,2009-06-14,77,51,64.0,48,57.0,1.0,0.0,0.0,6,2009
825,2,2009-06-14,76,54,65.0,50,57.0,0.0,0.0,0.0,6,2009
826,1,2009-06-15,81,53,67.0,49,58.0,0.0,2.0,0.0,6,2009
827,2,2009-06-15,81,57,69.0,49,58.0,0.0,4.0,0.0,6,2009
828,1,2009-06-16,71,59,65.0,55,60.0,0.0,0.0,1.23,6,2009
829,2,2009-06-16,71,64,67.5,57,61.0,0.0,3.0,1.07,6,2009
830,1,2009-06-17,71,61,66.0,59,62.0,0.0,1.0,0.0,6,2009
831,2,2009-06-17,73,63,68.0,60,63.0,0.0,3.0,0.0,6,2009
832,1,2009-06-18,80,61,70.5,63,67.0,0.0,6.0,0.12,6,2009
833,2,2009-06-18,81,63,72.0,64,67.0,0.0,7.0,0.11,6,2009
834,1,2009-06-19,86,65,75.5,67,69.0,0.0,11.0,3.97,6,2009
835,2,2009-06-19,88,66,77.0,68,70.0,0.0,12.0,0.87,6,2009
836,1,2009-06-20,87,68,77.5,65,70.0,0.0,13.0,0.0,6,2009
837,2,2009-06-20,88,69,78.5,65,70.0,0.0,14.0,0.0,6,2009
838,1,2009-06-21,84,70,77.0,63,68.0,0.0,12.0,0.01,6,2009
839,2,2009-06-21,86,71,78.5,64,69.0,0.0,14.0,0.0,6,2009
840,1,2009-06-22,89,68,78.5,67,71.0,0.0,14.0,0.09,6,2009
841,2,2009-06-22,89,70,79.5,67,71.0,0.0,15.0,0.06,6,2009
842,1,2009-06-23,94,71,82.5,69,73.0,0.0,18.0,0.0,6,2009
843,2,2009-06-23,92,75,83.5,68,73.0,0.0,19.0,0.0,6,2009
844,1,2009-06-24,94,75,84.5,68,73.0,0.0,20.0,0.04,6,2009
845,2,2009-06-24,93,73,83.0,68,73.0,0.0,18.0,0.78,6,2009
846,1,2009-06-25,94,75,84.5,69,73.0,0.0,20.0,0.0,6,2009
847,2,2009-06-25,93,76,84.5,68,73.0,0.0,20.0,0.0,6,2009
848,1,2009-06-26,86,69,77.5,60,59.3108843537415,0.0,13.0,0.0,6,2009
849,2,2009-06-26,86,72,79.0,61,67.0,0.0,14.0,0.0,6,2009
850,1,2009-06-27,89,62,75.5,61,67.0,0.0,11.0,0.3,6,2009
851,2,2009-06-27,90,67,78.5,60,67.0,0.0,14.0,0.05,6,2009
852,1,2009-06-28,83,66,74.5,53,62.0,0.0,10.0,0.0,6,2009
853,2,2009-06-28,83,68,75.5,53,62.0,0.0,11.0,0.0,6,2009
854,1,2009-06-29,77,63,70.0,54,61.0,0.0,5.0,0.0,6,2009
855,2,2009-06-29,78,65,71.5,54,61.0,0.0,7.0,0.0,6,2009
856,1,2009-06-30,66,59,62.5,53,57.0,2.0,0.0,0.0,6,2009
857,2,2009-06-30,68,61,64.5,53,58.0,0.0,0.0,0.0,6,2009
858,1,2009-07-01,65,57,61.0,52,56.0,4.0,0.0,0.0,7,2009
859,2,2009-07-01,65,57,61.0,54,57.0,4.0,0.0,0.02,7,2009
860,1,2009-07-02,73,59,66.0,54,60.0,0.0,1.0,0.0,7,2009
861,2,2009-07-02,73,60,66.5,55,60.0,0.0,2.0,0.0,7,2009
862,1,2009-07-03,79,63,71.0,56,62.0,0.0,6.0,0.0,7,2009
863,2,2009-07-03,79,62,70.5,56,62.0,0.0,6.0,0.0,7,2009
864,1,2009-07-04,69,59,64.0,58,61.0,1.0,0.0,0.2,7,2009
865,2,2009-07-04,69,63,66.0,58,62.0,0.0,1.0,0.12,7,2009
866,1,2009-07-05,81,57,69.0,58,63.0,0.0,4.0,0.05,7,2009
867,2,2009-07-05,82,61,71.5,59,64.0,0.0,7.0,0.03,7,2009
868,1,2009-07-06,86,60,73.0,54,62.0,0.0,8.0,0.0,7,2009
869,2,2009-07-06,85,63,74.0,54,63.0,0.0,9.0,0.0,7,2009
870,1,2009-07-07,77,59,68.0,54,60.0,0.0,3.0,0.0,7,2009
871,2,2009-07-07,76,65,70.5,55,61.0,0.0,6.0,0.0,7,2009
872,1,2009-07-08,65,61,63.0,56,59.0,2.0,0.0,0.06,7,2009
873,2,2009-07-08,68,62,65.0,55,59.0,0.0,0.0,0.17,7,2009
874,1,2009-07-09,79,59,69.0,57,63.0,0.0,4.0,0.0,7,2009
875,2,2009-07-09,80,63,71.5,58,64.0,0.0,7.0,0.0,7,2009
876,1,2009-07-10,82,63,72.5,64,67.0,0.0,8.0,0.08,7,2009
877,2,2009-07-10,84,67,75.5,65,68.0,0.0,11.0,0.12,7,2009
878,1,2009-07-11,85,63,74.0,59,65.0,0.0,9.0,0.25,7,2009
879,2,2009-07-11,85,68,76.5,60,67.0,0.0,12.0,1.12,7,2009
880,1,2009-07-12,82,58,70.0,51,60.0,0.0,5.0,0.0,7,2009
881,2,2009-07-12,82,60,71.0,50,60.0,0.0,6.0,0.0,7,2009
882,1,2009-07-13,79,61,70.0,46,57.0,0.0,5.0,0.0,7,2009
883,2,2009-07-13,78,66,72.0,48,59.0,0.0,7.0,0.0,7,2009
884,1,2009-07-14,80,55,67.5,51,59.0,0.0,3.0,0.0,7,2009
885,2,2009-07-14,81,60,70.5,49,60.0,0.0,6.0,0.0,7,2009
886,1,2009-07-15,85,65,75.0,62,67.0,0.0,10.0,0.68,7,2009
887,2,2009-07-15,86,67,76.5,62,67.0,0.0,12.0,0.32,7,2009
888,1,2009-07-16,80,64,72.0,56,62.0,0.0,7.0,0.0,7,2009
889,2,2009-07-16,82,65,73.5,57,63.0,0.0,9.0,0.17,7,2009
890,1,2009-07-17,70,57,63.5,51,56.0,1.0,0.0,0.0,7,2009
891,2,2009-07-17,70,58,64.0,52,57.0,1.0,0.0,0.0,7,2009
892,1,2009-07-18,72,57,64.5,52,57.0,0.0,0.0,0.0,7,2009
893,2,2009-07-18,73,58,65.5,52,58.0,0.0,1.0,0.0,7,2009
894,1,2009-07-19,71,57,64.0,52,58.0,1.0,0.0,0.0,7,2009
895,2,2009-07-19,73,60,66.5,53,59.0,0.0,2.0,0.0,7,2009
896,1,2009-07-20,76,55,65.5,55,60.0,0.0,1.0,0.0,7,2009
897,2,2009-07-20,76,59,67.5,56,61.0,0.0,3.0,0.0,7,2009
898,1,2009-07-21,80,58,69.0,57,62.0,0.0,4.0,0.04,7,2009
899,2,2009-07-21,82,64,73.0,56,63.0,0.0,8.0,0.0,7,2009
900,1,2009-07-22,78,63,70.5,61,64.0,0.0,6.0,0.0,7,2009
901,2,2009-07-22,79,66,72.5,59,64.0,0.0,8.0,0.0,7,2009
902,1,2009-07-23,82,62,72.0,58,63.0,0.0,7.0,0.0,7,2009
903,2,2009-07-23,79,63,71.0,60,64.0,0.0,6.0,0.1,7,2009
904,1,2009-07-24,83,61,72.0,59,64.0,0.0,7.0,0.14,7,2009
905,2,2009-07-24,83,62,72.5,60,65.0,0.0,8.0,0.19,7,2009
906,1,2009-07-25,81,66,73.5,58,64.0,0.0,9.0,0.0,7,2009
907,2,2009-07-25,81,66,73.5,59,65.0,0.0,9.0,0.0,7,2009
908,1,2009-07-26,82,63,72.5,58,64.0,0.0,8.0,0.0,7,2009
909,2,2009-07-26,82,64,73.0,59,65.0,0.0,8.0,0.0,7,2009
910,1,2009-07-27,84,64,74.0,61,66.0,0.0,9.0,0.02,7,2009
911,2,2009-07-27,84,66,75.0,61,67.0,0.0,10.0,0.03,7,2009
912,1,2009-07-28,84,66,75.0,60,66.0,0.0,10.0,0.01,7,2009
913,2,2009-07-28,86,68,77.0,62,67.0,0.0,12.0,0.01,7,2009
914,1,2009-07-29,81,62,71.5,51,59.0,0.0,7.0,0.0,7,2009
915,2,2009-07-29,79,66,72.5,52,61.0,0.0,8.0,0.0,7,2009
916,1,2009-07-30,79,59,69.0,57,62.0,0.0,4.0,0.0,7,2009
917,2,2009-07-30,80,65,72.5,57,63.0,0.0,8.0,0.0,7,2009
918,1,2009-07-31,81,58,69.5,54,61.0,0.0,5.0,0.0,7,2009
919,2,2009-07-31,82,62,72.0,55,62.0,0.0,7.0,0.0,7,2009
920,1,2009-08-01,75,61,68.0,59,62.0,0.0,3.0,0.0,8,2009
921,2,2009-08-01,75,63,69.0,59,63.0,0.0,4.0,0.01,8,2009
922,1,2009-08-02,78,57,67.5,51,59.0,0.0,3.0,0.0,8,2009
923,2,2009-08-02,79,58,68.5,52,59.0,0.0,4.0,0.0,8,2009
924,1,2009-08-03,84,67,75.5,60,66.0,0.0,11.0,0.07,8,2009
925,2,2009-08-03,86,68,77.0,61,66.0,0.0,12.0,0.06,8,2009
926,1,2009-08-04,85,67,76.0,61,67.0,0.0,11.0,0.0,8,2009
927,2,2009-08-04,86,69,77.5,63,68.0,0.0,13.0,0.0,8,2009
928,1,2009-08-05,79,61,70.0,54,61.0,0.0,5.0,0.0,8,2009
929,2,2009-08-05,79,66,72.5,56,63.0,0.0,8.0,0.0,8,2009
930,1,2009-08-06,82,60,71.0,51,60.0,0.0,6.0,0.0,8,2009
931,2,2009-08-06,81,62,71.5,51,60.0,0.0,7.0,0.0,8,2009
932,1,2009-08-07,74,64,69.0,59,63.0,0.0,4.0,0.33,8,2009
933,2,2009-08-07,74,67,70.5,59,63.0,0.0,6.0,0.23,8,2009
934,1,2009-08-08,89,68,78.5,70,73.0,0.0,14.0,0.02,8,2009
935,2,2009-08-08,89,69,79.0,70,73.0,0.0,14.0,0.08,8,2009
936,1,2009-08-09,91,77,84.0,71,74.0,0.0,19.0,0.18,8,2009
937,2,2009-08-09,92,77,84.5,72,75.0,0.0,20.0,0.02,8,2009
938,1,2009-08-10,85,70,77.5,65,69.0,0.0,13.0,0.0,8,2009
939,2,2009-08-10,86,71,78.5,66,70.0,0.0,14.0,0.0,8,2009
940,1,2009-08-11,82,62,72.0,61,66.0,0.0,7.0,0.0,8,2009
941,2,2009-08-11,81,65,73.0,62,66.0,0.0,8.0,0.0,8,2009
942,1,2009-08-12,83,60,71.5,55,62.0,0.0,7.0,0.0,8,2009
943,2,2009-08-12,82,63,72.5,56,63.0,0.0,8.0,0.0,8,2009
944,1,2009-08-13,86,60,73.0,55,63.0,0.0,8.0,0.0,8,2009
945,2,2009-08-13,86,63,74.5,55,63.0,0.0,10.0,0.0,8,2009
946,1,2009-08-14,88,63,75.5,59,66.0,0.0,11.0,0.0,8,2009
947,2,2009-08-14,88,67,77.5,59,66.0,0.0,13.0,0.0,8,2009
948,1,2009-08-15,89,67,78.0,61,67.0,0.0,13.0,0.0,8,2009
949,2,2009-08-15,89,70,79.5,61,68.0,0.0,15.0,0.0,8,2009
950,1,2009-08-16,88,70,79.0,67,70.0,0.0,14.0,0.63,8,2009
951,2,2009-08-16,90,71,80.5,68,71.0,0.0,16.0,0.27,8,2009
952,1,2009-08-17,83,70,76.5,68,70.0,0.0,12.0,0.33,8,2009
953,2,2009-08-17,83,71,77.0,68,71.0,0.0,12.0,0.59,8,2009
954,1,2009-08-18,83,65,74.0,59,65.0,0.0,9.0,0.0,8,2009
955,2,2009-08-18,84,66,75.0,61,66.0,0.0,10.0,0.0,8,2009
956,1,2009-08-19,83,59,71.0,60,65.0,0.0,6.0,0.35,8,2009
957,2,2009-08-19,81,64,72.5,62,66.0,0.0,8.0,0.61,8,2009
958,1,2009-08-20,78,64,71.0,61,65.0,0.0,6.0,0.07,8,2009
959,2,2009-08-20,79,64,71.5,61,65.0,0.0,7.0,0.12,8,2009
960,1,2009-08-21,73,59,66.0,58,61.0,0.0,1.0,0.16,8,2009
961,2,2009-08-21,74,59,66.5,58,61.0,0.0,2.0,0.05,8,2009
962,1,2009-08-22,68,57,62.5,52,56.0,2.0,0.0,0.0,8,2009
963,2,2009-08-22,69,58,63.5,52,57.0,1.0,0.0,0.0,8,2009
964,1,2009-08-23,74,56,65.0,53,58.0,0.0,0.0,0.0,8,2009
965,2,2009-08-23,73,58,65.5,55,59.0,0.0,1.0,0.0,8,2009
966,1,2009-08-24,79,54,66.5,56,61.0,0.0,2.0,0.0,8,2009
967,2,2009-08-24,79,57,68.0,57,62.0,0.0,3.0,0.0,8,2009
968,1,2009-08-25,83,59,71.0,61,65.0,0.0,6.0,0.0,8,2009
969,2,2009-08-25,82,61,71.5,61,65.0,0.0,7.0,0.0,8,2009
970,1,2009-08-26,73,62,67.5,62,64.0,0.0,3.0,0.93,8,2009
971,2,2009-08-26,72,64,68.0,64,65.0,0.0,3.0,0.54,8,2009
972,1,2009-08-27,67,61,64.0,60,61.0,1.0,0.0,0.95,8,2009
973,2,2009-08-27,67,62,64.5,61,63.0,0.0,0.0,1.19,8,2009
974,1,2009-08-28,68,60,64.0,61,62.0,1.0,0.0,0.22,8,2009
975,2,2009-08-28,71,61,66.0,61,63.0,0.0,1.0,0.28,8,2009
976,1,2009-08-29,69,56,62.5,51,56.0,2.0,0.0,0.02,8,2009
977,2,2009-08-29,69,56,62.5,52,57.0,2.0,0.0,0.01,8,2009
978,1,2009-08-30,66,51,58.5,47,52.0,6.0,0.0,0.0,8,2009
979,2,2009-08-30,66,51,58.5,47,53.0,6.0,0.0,0.0,8,2009
980,1,2009-08-31,68,49,58.5,44,52.0,6.0,0.0,0.0,8,2009
981,2,2009-08-31,67,49,58.0,44,52.0,7.0,0.0,0.0,8,2009
982,1,2009-09-01,72,47,59.5,47,53.0,5.0,0.0,0.0,9,2009
983,2,2009-09-01,71,50,60.5,49,55.0,4.0,0.0,0.0,9,2009
984,1,2009-09-02,73,50,61.5,50,56.0,3.0,0.0,0.0,9,2009
985,2,2009-09-02,72,53,62.5,51,56.0,2.0,0.0,0.0,9,2009
986,1,2009-09-03,75,56,65.5,54,59.0,0.0,1.0,0.0,9,2009
987,2,2009-09-03,75,57,66.0,55,60.0,0.0,1.0,0.0,9,2009
988,1,2009-09-04,75,54,64.5,54,59.0,0.0,0.0,0.0,9,2009
989,2,2009-09-04,75,58,66.5,55,60.0,0.0,2.0,0.0,9,2009
990,1,2009-09-05,78,54,66.0,57,61.0,0.0,1.0,0.0,9,2009
991,2,2009-09-05,78,57,67.5,57,62.0,0.0,3.0,0.0,9,2009
